X,Y,Depth (m)
363445.2332902559,5800927.223446365,8.26
363444.49270024966,5800927.336343824,8.27
363443.7571313786,5800927.409035166,8.27
363443.04308558756,5800927.446628016,8.26
363442.3130681409,5800927.449048329,8.25
363441.5780392448,5800927.418218361,8.26
363440.8306877883,5800927.385504001,8.26
363440.07674041076,5800927.360763347,8.24
363439.3292932735,5800927.349198389,8.24
363438.57178278116,5800927.343477273,8.23
363437.80027924356,5800927.324788316,8.23
363437.0192702445,5800927.307475849,8.22
363436.23284275597,5800927.29142663,8.23
363435.44888699905,5800927.315376145,8.18
363434.6627304916,5800927.358307344,8.20
363433.86719181295,5800927.407063529,8.20
363433.0730154682,5800927.45578209,8.20
363432.2784013465,5800927.537902167,8.19
363431.4791392205,5800927.649088526,8.17
363430.66965969646,5800927.760558152,8.19
363429.86813841684,5800927.864016552,8.18
363429.0674216014,5800927.971904693,8.17
363428.2776310756,5800928.105088605,8.16
363427.4867556343,5800928.248319487,8.15
363426.6822909568,5800928.368554605,8.15
363425.8768061382,5800928.476575401,8.14
363425.0697432889,5800928.576849234,8.13
363424.25274354557,5800928.6629299,8.13
363423.4340393585,5800928.761300665,8.11
363422.6259532855,5800928.873845985,8.12
363421.8038433455,5800928.972311406,8.11
363420.98037110886,5800929.070814719,8.10
363420.16773584526,5800929.166791892,8.10
363419.33968045487,5800929.272100347,8.09
363418.51500008145,5800929.376202435,8.08
363417.69657347654,5800929.4845832465,8.08
363416.88000545854,5800929.586234832,8.07
363416.06033987575,5800929.699102156,8.07
363415.2484753202,5800929.822883169,8.06
363414.44106763275,5800929.959896499,8.06
363413.6251747492,5800930.110500835,8.04
363412.81395757396,5800930.257636793,8.03
363411.99682881136,5800930.388242097,8.03
363411.1833555382,5800930.503164571,8.02
363410.3804110073,5800930.60443967,8.02
363409.5762921734,5800930.687939841,8.00
363408.7644925946,5800930.789460628,8.00
363407.9552605259,5800930.90983097,8.00
363407.15243635676,5800931.0400406215,7.98
363406.3334184682,5800931.176264113,7.99
363405.5176831302,5800931.307944858,7.98
363404.69807966065,5800931.4230383225,7.97
363403.881481314,5800931.523579951,7.96
363403.06036146136,5800931.633150843,7.95
363402.2484049846,5800931.753597645,7.95
363401.42164794053,5800931.881132665,7.94
363400.5969035923,5800932.007499063,7.93
363399.7827804346,5800932.12355443,7.91
363398.9651898519,5800932.237480089,7.91
363398.14026065473,5800932.357174174,7.90
363397.3268495823,5800932.474323187,7.90
363396.50263244007,5800932.59511079,7.88
363395.6789115363,5800932.709206922,7.87
363394.8571416693,5800932.819910188,7.84
363394.03642589017,5800932.919454618,7.83
363393.2221180301,5800933.028838348,7.82
363392.392048043,5800933.159805658,7.82
363391.584487241,5800933.291262147,7.81
363390.7619717575,5800933.424246281,7.79
363389.9352768629,5800933.554007479,7.79
363389.1126998005,5800933.684767648,7.79
363388.28724399186,5800933.810042878,7.77
363387.45664721087,5800933.946590509,7.75
363386.6302269817,5800934.110846897,7.74
363385.8108958688,5800934.284923692,7.72
363385.0001086844,5800934.472119491,7.71
363384.20040510554,5800934.665686033,7.69
363383.3966762762,5800934.861590243,7.67
363382.58075118496,5800935.035573168,7.65
363381.77337294456,5800935.198189544,7.63
363380.9719402235,5800935.353963383,7.62
363380.17029173917,5800935.501952507,7.60
363379.36229704006,5800935.642326862,7.59
363378.552755079,5800935.77606639,7.58
363377.74677311187,5800935.9152722405,7.56
363376.9283144758,5800936.047033276,7.53
363376.1144727372,5800936.1486161165,7.52
363375.2997032185,5800936.241321006,7.50
363374.4961406082,5800936.344845102,7.49
363373.6879303506,5800936.477435546,7.47
363372.88470407604,5800936.617678781,7.45
363372.0613850317,5800936.746236453,7.41
363371.2373568942,5800936.849215483,7.40
363370.4119693215,5800936.927746872,7.38
363369.5977915165,5800936.992611917,7.35
363368.76184741524,5800937.059193519,7.32
363367.9393078721,5800937.14209827,7.32
363367.12091698026,5800937.227114093,7.28
363366.2921265401,5800937.281255052,7.26
363365.45562751277,5800937.32781904,7.23
363364.6393783169,5800937.367143893,7.21
363363.8069354381,5800937.412482729,7.18
363362.9787645345,5800937.464381119,7.15
363362.15031332104,5800937.5307561075,7.13
363361.3261985725,5800937.581429344,7.10
363360.499547006,5800937.61436544,7.08
363359.66332555586,5800937.6709394995,7.05
363358.83521357726,5800937.749548376,7.04
363358.0139748951,5800937.8301927745,7.00
363357.17682285927,5800937.902374723,6.97
363356.35019660275,5800937.985394728,6.94
363355.51635511883,5800938.078631712,6.91
363354.6833489983,5800938.177410555,6.89
363353.8520135832,5800938.287272975,6.87
363353.018107736,5800938.402771687,6.85
363352.173025828,5800938.50856364,6.81
363351.3410401819,5800938.619557493,6.78
363350.50304746814,5800938.735169954,6.75
363349.6708432748,5800938.8628647905,6.71
363348.82879175263,5800939.004188526,6.71
363347.9907038875,5800939.1409506,6.68
363347.15478563507,5800939.257619092,6.66
363346.32208819396,5800939.367520562,6.62
363345.4879667879,5800939.475235708,6.60
363344.6488305867,5800939.574186243,6.58
363343.8135346717,5800939.664126626,6.54
363342.9786732363,5800939.745151296,6.52
363342.14279144,5800939.813961667,6.47
363341.306259339,5800939.883903189,6.46
363340.4677789988,5800939.932752334,6.43
363339.63385091926,5800939.973684556,6.40
363338.78818892525,5800940.00937742,6.37
363337.9460896311,5800940.0260510435,6.35
363337.1111438667,5800940.030283703,6.32
363336.2856726637,5800940.032027818,6.29
363335.4540066483,5800940.056203379,6.27
363334.62401135615,5800940.0914625125,6.25
363333.8048529554,5800940.124195314,6.20
363332.9680152297,5800940.158531496,6.18
363332.15504896373,5800940.19331881,6.16
363331.3335360262,5800940.239473032,6.13
363330.519670067,5800940.290980207,6.10
363329.7133894065,5800940.345616093,6.07
363328.8962101921,5800940.400554349,6.04
363328.0872665973,5800940.457490302,6.02
363327.27262699907,5800940.505680542,5.99
363326.4656652258,5800940.560335849,5.95
363325.64774321497,5800940.613069293,5.91
363324.8373139794,5800940.665595079,5.90
363324.0248721166,5800940.71928979,5.86
363323.2131731112,5800940.775189986,5.83
363322.40447634493,5800940.841023841,5.80
363321.5979746758,5800940.936847309,5.77
363320.8143831267,5800941.047617196,5.73
363320.0456846035,5800941.154635239,5.70
363319.25438444555,5800941.257828332,5.68
363318.456118494,5800941.355649862,5.65
363317.68788790226,5800941.430378988,5.61
363316.9125372856,5800941.4941759445,5.60
363316.1061925992,5800941.571075368,5.55
363315.3007141589,5800941.654628758,5.53
363314.54607599985,5800941.727868418,5.50
363313.8795851285,5800941.808680209,5.46
363313.2697539511,5800941.89237253,5.45
363312.64400934684,5800941.967602482,5.41
363311.9834330532,5800942.040459656,5.38
363311.3148062344,5800942.117992111,5.35
363310.6840159473,5800942.18334547,5.33
363310.0325466605,5800942.21588317,5.30
363309.3880483159,5800942.2048215335,5.26
363308.7915447367,5800942.1545875985,5.25
363308.22814292496,5800942.068933351,5.22
363307.6569449574,5800941.923394678,5.19
363307.0567448485,5800941.690735357,5.16
363306.4445407239,5800941.369370946,5.12
363305.88732542563,5800941.039803539,5.10
363305.40785487543,5800940.711418736,5.08
363304.93470231746,5800940.365051112,5.05
363304.427743503,5800939.979554064,5.03
363303.93945609394,5800939.5790704815,5.00
363303.44247280376,5800939.135422063,4.97
363302.9714427936,5800938.61982333,4.96
363302.5307281218,5800938.066655552,4.93
363302.1373861389,5800937.501044048,4.90
363301.7599934323,5800936.896036005,4.87
363301.3779584161,5800936.271123178,4.86
363301.0092997488,5800935.63693554,4.85
363300.6587855621,5800934.9933408275,4.85
363300.32818171603,5800934.330273269,4.81
363300.0088232247,5800933.605680107,4.79
363299.72959147766,5800932.877747978,4.78
363299.4464886213,5800932.1577140745,4.77
363299.19602226064,5800931.410063479,4.74
363298.96741721104,5800930.639546979,4.75
363298.7315044058,5800929.87591105,4.73
363298.53215834696,5800929.103470001,4.71
363298.3588814831,5800928.33698371,4.71
363298.1856045737,5800927.570497423,4.71
363298.0059787183,5800926.820881896,4.70
363297.8489287249,5800926.025008127,4.70
363297.7003611227,5800925.2400288405,4.70
363297.58904149005,5800924.4462255305,4.70
363297.47589428024,5800923.660263751,4.68
363297.3591252911,5800922.866611601,4.70
363297.22201392904,5800922.076862643,4.71
363297.0908195618,5800921.254673245,4.69
363296.95944007044,5800920.425811127,4.69
363296.8278421069,5800919.613649719,4.68
363296.6672292189,5800918.836795407,4.70
363296.4846264706,5800918.1273296485,4.69
363296.33789941896,5800917.507019849,4.70
363296.1898333655,5800916.961316615,4.68
363296.0442068122,5800916.478985374,4.66
363295.8916118568,5800916.015768027,4.65
363295.7423918465,5800915.551344092,4.65
363295.5823348849,5800915.089446716,4.64
363295.43688583863,5800914.687244867,4.63
363295.30456397973,5800914.291356751,4.62
363295.17384872615,5800913.928813365,4.61
363295.0596047898,5800913.570264995,4.62
363294.9537532426,5800913.194789188,4.60
363294.87425363844,5800912.7863061,4.60
363294.8549507503,5800912.311600604,4.60
363294.9441764208,5800911.768219062,4.61
363295.1574407364,5800911.174651858,4.64
363295.54375175765,5800910.577397582,4.67
363296.0625740023,5800910.038794371,4.71
363296.6743665881,5800909.583311567,4.77
363297.3701509724,5800909.2067463435,4.79
363298.0915345632,5800908.892910808,4.86
363298.81631904014,5800908.627952011,4.91
363299.55453676893,5800908.404913817,4.95
363300.3248001578,5800908.182099847,5.00
363301.1033918268,5800907.964619876,5.05
363301.89483062376,5800907.76793024,5.09
363302.68552408717,5800907.593520933,5.13
363303.49401789444,5800907.446442439,5.17
363304.3256405079,5800907.297609585,5.21
363305.1495210343,5800907.164573281,5.26
363305.9811411842,5800907.040226258,5.30
363306.8147431732,5800906.9135984555,5.34
363307.64363873494,5800906.789327286,5.37
363308.4827209631,5800906.663660745,5.39
363309.3225769293,5800906.541311818,5.43
363310.1716582202,5800906.432062884,5.46
363311.0128740109,5800906.334162008,5.51
363311.8519512204,5800906.257467141,5.53
363312.67409185506,5800906.184581082,5.56
363313.5135109795,5800906.095634281,5.59
363314.3482236604,5800906.009044105,5.62
363315.1747623824,5800905.922680773,5.66
363316.01046471344,5800905.8471931955,5.65
363316.83935541206,5800905.771894677,5.70
363317.66035234707,5800905.682346531,5.71
363318.4974813675,5800905.584560288,5.75
363319.32748771505,5800905.50032744,5.79
363320.15526291146,5800905.433964227,5.80
363320.9962552241,5800905.401736862,5.83
363321.82554173365,5800905.38986785,5.87
363322.6665957369,5800905.359865013,5.86
363323.5063208926,5800905.30652667,5.90
363324.3386149263,5800905.25562051,5.93
363325.1756462861,5800905.203470138,5.95
363326.01431756257,5800905.161291213,5.98
363326.85589855665,5800905.125709596,6.00
363327.6840747979,5800905.073805221,6.03
363328.5124360967,5800905.028573711,6.06
363329.3431493093,5800904.994406879,6.09
363330.1617557558,5800904.966140806,6.10
363330.9924381376,5800904.93086213,6.12
363331.819187735,5800904.901257536,6.15
363332.6430557921,5800904.890653582,6.17
363333.4582537379,5800904.88696805,6.20
363334.2662672586,5800904.894611641,6.24
363335.07155880437,5800904.877845373,6.25
363335.8631962047,5800904.860344894,6.27
363336.66700206243,5800904.839168182,6.30
363337.4666257063,5800904.8392541185,6.33
363338.2753484935,5800904.872477146,6.35
363339.090014005,5800904.923343129,6.36
363339.9140924532,5800904.969496329,6.39
363340.72643687937,5800905.010410162,6.43
363341.5396783183,5800905.059090085,6.43
363342.35942027776,5800905.120945603,6.48
363343.18857517256,5800905.17808834,6.51
363344.02101525624,5800905.206202749,6.53
363344.827167418,5800905.245063005,6.55
363345.6229787348,5800905.279758221,6.58
363346.41758463974,5800905.2955664,6.59
363347.2037390201,5800905.301592266,6.64
363347.99249194877,5800905.327579771,6.65
363348.7871848069,5800905.395695786,6.67
363349.5754668582,5800905.478458369,6.69
363350.36703135853,5800905.556678159,6.74
363351.16311729664,5800905.625868903,6.74
363351.959853536,5800905.693928766,6.78
363352.75677754317,5800905.744175938,6.81
363353.559739508,5800905.790916897,6.84
363354.3686777615,5800905.831927407,6.85
363355.17922780005,5800905.857311698,6.88
363355.98928446637,5800905.864902186,6.91
363356.8031169659,5800905.885743829,6.93
363357.61679528025,5800905.901025002,6.94
363358.43016805,5800905.880699557,6.98
363359.2430474743,5800905.842580311,7.00
363360.0602914012,5800905.814356972,7.02
363360.8888993015,5800905.778027873,7.05
363361.702737411,5800905.749899235,7.08
363362.515894359,5800905.721789618,7.09
363363.3310023058,5800905.690287116,7.12
363364.15561573533,5800905.657408239,7.15
363364.9629842122,5800905.617216775,7.17
363365.77134218835,5800905.588127768,7.21
363366.5922723154,5800905.545334635,7.22
363367.4037586359,5800905.506142384,7.26
363368.22855708597,5800905.479936915,7.27
363369.0647166595,5800905.470111249,7.30
363369.89344794396,5800905.438232146,7.32
363370.7319650682,5800905.390500232,7.34
363371.5695852176,5800905.335002497,7.36
363372.40058159456,5800905.261880924,7.39
363373.2462215989,5800905.200596264,7.42
363374.09099546785,5800905.132657908,7.43
363374.9336641971,5800905.062552105,7.46
363375.7777569351,5800904.994632923,7.49
363376.63182052586,5800904.917533667,7.49
363377.46548291587,5800904.817627633,7.52
363378.28159209655,5800904.69928776,7.52
363379.0881679106,5800904.55672684,7.54
363379.89722179045,5800904.405193555,7.54
363380.7073268313,5800904.266986972,7.58
363381.5336228078,5800904.147252279,7.61
363382.3689251825,5800904.057318401,7.62
363383.2008804792,5800903.994188861,7.63
363384.043241179,5800903.912963412,7.64
363384.88495450513,5800903.808383565,7.65
363385.70397655386,5800903.672156582,7.68
363386.5181071728,5800903.531613425,7.68
363387.35393968644,5800903.411615365,7.70
363388.1932984137,5800903.320457067,7.71
363389.040643223,5800903.246885149,7.72
363389.8773698169,5800903.159139027,7.73
363390.70576831454,5800903.0660590185,7.74
363391.52853552817,5800902.941971931,7.74
363392.3403733037,5800902.817074957,7.77
363393.1602926206,5800902.688615183,7.76
363393.98584326846,5800902.591162769,7.78
363394.8152899961,5800902.5358955655,7.79
363395.6455720314,5800902.486170227,7.79
363396.48963451467,5800902.417142482,7.80
363397.31704078877,5800902.3374468,7.83
363398.15633515,5800902.268551503,7.83
363398.9791860691,5800902.221258652,7.84
363399.80147913226,5800902.178433303,7.86
363400.6031214652,5800902.128389643,7.85
363401.408949324,5800902.032598114,7.87
363402.2140035696,5800901.933489234,7.86
363403.01079138287,5800901.831270678,7.88
363403.82556390774,5800901.763056015,7.88
363404.6539258959,5800901.71783732,7.89
363405.4809872094,5800901.674880764,7.89
363406.32117561775,5800901.6382383695,7.90
363407.1573078622,5800901.602821514,7.91
363407.9895411146,5800901.549705259,7.92
363408.8234480005,5800901.483187056,7.92
363409.6562730415,5800901.4022303,7.93
363410.4964984576,5800901.317729658,7.94
363411.3386718522,5800901.254321702,7.94
363412.1858908207,5800901.200790831,7.94
363413.03400980285,5800901.130540535,7.94
363413.8864007271,5800901.066849841,7.95
363414.72866664745,5800901.00677883,7.95
363415.5905630995,5800900.941712019,7.97
363416.4468284148,5800900.845638116,7.97
363417.304117057,5800900.737293276,7.98
363418.16035471525,5800900.615622008,7.98
363419.0199057759,5800900.490520142,7.99
363419.87385344604,5800900.36000884,7.99
363420.7403395199,5800900.239166987,7.99
363421.59945608664,5800900.122981417,8.00
363422.456220992,5800899.995731419,8.00
363423.29623416776,5800899.87896258,8.01
363424.13711659773,5800899.744362196,8.01
363424.9849340023,5800899.614021672,8.03
363425.8233384002,5800899.488394052,8.02
363426.65508527117,5800899.36851594,8.02
363427.4891222236,5800899.257478311,8.02
363428.33371569857,5800899.158391014,8.03
363429.1709736311,5800899.040586564,8.04
363430.008727855,5800898.916090653,8.05
363430.8421454047,5800898.807296712,8.05
363431.6826520039,5800898.708323246,8.04
363432.53817509813,5800898.610046783,8.06
363433.38772499765,5800898.493015414,8.06
363434.22309371503,5800898.380829056,8.06
363435.0640690694,5800898.249566908,8.06
363435.90479792806,5800898.109407934,8.06
363436.7453419289,5800897.962576381,8.07
363437.59056168655,5800897.812276481,8.08
363438.427326942,5800897.676679673,8.08
363439.2716466957,5800897.54309963,8.07
363440.11513124395,5800897.403978002,8.09
363440.9544639839,5800897.287231061,8.10
363441.80875159585,5800897.168956908,8.10
363442.6694470745,5800897.060522127,8.10
363443.5220642712,5800896.931164811,8.10
363444.37734454125,5800896.799507905,8.11
363445.2435851381,5800896.669773411,8.11
363446.1140976581,5800896.546598555,8.12
363446.98188554996,5800896.423499345,8.12
363447.84654497437,5800896.310503747,8.13
363448.72947266407,5800896.192550237,8.13
363449.60419884615,5800896.049225707,8.14
363450.47437587276,5800895.8893327555,8.14
363451.34538818215,5800895.734981689,8.15
363452.2154728685,5800895.571752682,8.15
363453.08586573496,5800895.419645042,8.16
363453.9777753694,5800895.28141008,8.16
363454.8625894876,5800895.182325988,8.17
363455.7482421582,5800895.064298254,8.17
363456.64476271434,5800894.944856604,8.17
363457.5540714086,5800894.81949594,8.18
363458.46657029225,5800894.686256239,8.19
363459.3833752111,5800894.536202789,8.19
363460.3116059514,5800894.380268087,8.20
363461.2419418646,5800894.226501185,8.19
363462.15422525257,5800894.085477324,8.20
363463.06780939724,5800893.9421916455,8.21
363463.9726616647,5800893.803599947,8.21
363464.8739540924,5800893.659542166,8.23
363465.7595181152,5800893.513694339,8.24
363466.64083778445,5800893.386884827,8.24
363467.5339838007,5800893.268651639,8.24
363468.41335247405,5800893.145235421,8.22
363469.2942991823,5800893.029566467,8.17
363470.1555537112,5800892.916669153,8.26
363471.01915986114,5800892.814836591,8.28
363471.8850593861,5800892.697359003,8.27
363472.74306222145,5800892.590117098,8.28
363473.600353113,5800892.481782094,8.28
363474.4546695147,5800892.38911128,8.30
363475.32062739134,5800892.298344077,8.31
363476.1850073065,5800892.199829917,8.34
363477.0403780452,5800892.096000605,8.35
363477.8892452186,5800892.003481345,8.35
363478.7290724076,5800891.904534805,8.34
363479.57121697045,5800891.840026425,8.38
363480.41326912923,5800891.772181827,8.38
363481.2426598188,5800891.690219435,8.40
363482.0748710437,5800891.587032537,8.40
363482.8920966284,5800891.48426089,8.42
363483.71068457456,5800891.38145164,8.43
363484.5203900152,5800891.25329016,8.44
363485.32981479785,5800891.139605259,8.43
363486.15342089406,5800891.021075775,8.44
363486.95238179644,5800890.898777191,8.44
363487.7077137921,5800890.801059694,8.45
363488.4899844391,5800890.691466391,8.47
363489.29167010414,5800890.569092719,8.50
363490.07174675737,5800890.429510131,8.52
363490.88009361323,5800890.276901903,8.53
363491.67868854734,5800890.1167731015,8.53
363492.4905337398,5800889.967407166,8.55
363493.309841009,5800889.816721705,8.55
363494.1354944504,5800889.673651427,8.56
363494.96613172675,5800889.538234069,8.51
363495.7986004184,5800889.370489869,8.57
363496.612458528,5800889.219955895,8.58
363497.4148019519,5800889.047481496,8.60
363498.221170824,5800888.872669789,8.61
363499.03026441624,5800888.697782747,8.62
363499.8413399574,5800888.520615,8.64
363500.6534012179,5800888.379035265,8.65
363501.47335578303,5800888.251705716,8.66
363502.3007724221,5800888.123056658,8.66
363503.1327108569,5800887.985378711,8.68
363503.9518919628,5800887.854732076,8.70
363504.7835805259,5800887.732642972,8.70
363505.6190173171,5800887.598207481,8.71
363506.4522258415,5800887.457156001,8.67
363507.28710474796,5800887.327188145,8.71
363508.12718662777,5800887.188172542,8.76
363508.96798051643,5800887.050250337,8.77
363509.81732162135,5800886.900961822,8.76
363510.6665395725,5800886.747224971,8.79
363511.51711990504,5800886.593450536,8.81
363512.3756551175,5800886.456150558,8.79
363513.2371034207,5800886.30096247,8.81
363514.1083380972,5800886.129921873,8.81
363514.9729151472,5800885.964630677,8.82
363515.8365954907,5800885.791573651,8.84
363516.6955729149,5800885.5963875335,8.78
363517.5520449246,5800885.38457634,8.85
363518.41282320407,5800885.155951432,8.86
363519.2784005285,5800884.928306753,8.89
363520.1312205279,5800884.707693359,8.89
363520.9854681513,5800884.464781098,8.90
363521.82863238634,5800884.215498069,8.89
363522.69170455076,5800883.971228765,8.91
363523.5357004608,5800883.751973307,8.91
363524.3929157983,5800883.5423686905,8.92
363525.2543721916,5800883.338211657,8.93
363526.105826707,5800883.142122561,8.93
363526.96452410775,5800882.961414687,8.95
363527.83879238076,5800882.801422299,8.90
363528.7011039761,5800882.677376326,8.92
363529.56304606266,5800882.539985051,8.97
363530.4335698871,5800882.367854102,8.97
363531.28192684986,5800882.182981428,8.96
363532.1283056359,5800881.975904201,8.96
363532.9727641621,5800881.773332189,8.96
363533.8144364904,5800881.568611526,8.97
363534.66579920746,5800881.369187557,8.97
363535.50344624324,5800881.166804597,8.97
363536.34775105317,5800880.958672562,8.97
363537.187256958,5800880.749560577,8.98
363538.031804538,5800880.574811334,8.98
363538.8775876208,5800880.4200615585,8.96
363539.72333623946,5800880.288685335,8.96
363540.5798874871,5800880.178156656,8.96
363541.43012349587,5800880.0611251425,8.97
363542.295964823,5800879.941435746,8.95
363543.14774799143,5800879.831039537,8.94
363543.99681025825,5800879.696233388,8.94
363544.8447257726,5800879.569249954,8.93
363545.69273369986,5800879.445603029,8.92
363546.5486077669,5800879.310608722,8.93
363547.39302517835,5800879.180383663,8.89
363548.22230672895,5800879.020527524,8.88
363549.05852317554,5800878.864931416,8.87
363549.8956093515,5800878.691503792,8.85
363550.72418286186,5800878.506069285,8.84
363551.55365313066,5800878.328400908,8.82
363552.4046091598,5800878.163493504,8.82
363553.24086042977,5800877.984524702,8.80
363554.08469697804,5800877.808684963,8.78
363554.9170190893,5800877.61090468,8.74
363555.7505188612,5800877.4064140925,8.71
363556.58064364316,5800877.203130061,8.68
363557.4156290358,5800877.003050527,8.66
363558.24172850896,5800876.8021041695,8.62
363559.07126086066,5800876.62666131,8.59
363559.90249045833,5800876.487899738,8.56
363560.72697763366,5800876.3025800735,8.53
363561.56335261604,5800876.128061179,8.49
363562.3910571862,5800875.960460305,8.45
363563.21117658674,5800875.789730638,8.42
363564.0276746808,5800875.611310545,8.36
363564.8425641909,5800875.424031333,8.34
363565.6387581742,5800875.201654657,8.31
363566.45250482694,5800874.997712748,8.29
363567.26652862376,5800874.803780068,8.24
363568.08761046256,5800874.618555928,8.20
363568.9036778823,5800874.424566951,8.14
363569.7255680177,5800874.219287187,8.11
363570.5471811405,5800874.003998468,8.05
363571.3829410719,5800873.8072388265,8.02
363572.236904032,5800873.627783011,7.98
363573.10256617883,5800873.476940801,7.94
363573.98417622,5800873.311188626,7.88
363574.8708623495,5800873.156425834,7.85
363575.76498371776,5800872.974746018,7.78
363576.65703085286,5800872.792010813,7.73
363577.5302594036,5800872.569729641,7.69
363578.40265684837,5800872.317421347,7.62
363579.26251627237,5800872.0554435095,7.59
363580.12760572677,5800871.810015658,7.55
363580.99554699974,5800871.544475503,7.47
363581.86540873395,5800871.274430449,7.35
363582.73527055746,5800871.004385552,7.40
363583.62002584815,5800870.730589647,7.35
363584.49230469996,5800870.449348431,7.29
363585.3684551828,5800870.160209395,7.24
363586.22693404206,5800869.823701796,7.20
363587.05272082996,5800869.463613821,7.14
363587.88981057785,5800869.093196377,7.09
363588.73495532054,5800868.693618819,7.03
363589.5691359469,5800868.316604351,6.96
363590.41675540234,5800867.932540225,6.91
363591.24759994727,5800867.508873508,6.83
363592.07308363327,5800867.113179648,6.74
363592.9007688496,5800866.698504453,6.68
363593.7311441095,5800866.307127388,6.63
363594.56142715516,5800865.912414103,6.56
363595.3745887354,5800865.514835917,6.51
363596.1688275764,5800865.1478318805,6.45
363596.9474611772,5800864.783485827,6.39
363597.6876375439,5800864.433559955,6.35
363598.4179925802,5800864.122860086,6.30
363599.1088317883,5800863.862224814,6.25
363599.7421757398,5800863.593164143,6.22
363600.37688209856,5800863.324065851,6.18
363601.00632786367,5800863.037305662,6.15
363601.6398031957,5800862.723722678,6.10
363602.2796018835,5800862.367671789,6.06
363602.9050733766,5800861.961933707,6.02
363603.46565717016,5800861.502342849,5.97
363603.9795172956,5800861.054061923,5.94
363604.42260135734,5800860.585480343,5.90
363604.83763843495,5800860.088737712,5.87
363605.17249425,5800859.52743576,5.83
363605.5214781709,5800858.9100941755,5.79
363605.84226122,5800858.259030913,5.75
363606.1415894944,5800857.59631873,5.71
363606.4209484427,5800856.926368407,5.65
363606.70956687105,5800856.246145093,5.61
363606.9527849985,5800855.62505285,5.58
363607.13949267054,5800855.031122921,5.54
363607.27325773466,5800854.420850606,5.50
363607.36739989335,5800853.758252136,5.46
363607.43606579176,5800853.061856548,5.43
363607.4642922889,5800852.382161736,5.40
363607.4677236743,5800851.668650952,5.37
363607.4622034336,5800850.9765343955,5.33
363607.48150910856,5800850.319345933,5.29
363607.48977028066,5800849.607927436,5.24
363607.495306773,5800848.896584346,5.20
363607.46142760303,5800848.189670991,4.92
363607.3779192304,5800847.46298462,4.86
363607.2618684401,5800846.742763716,4.93
363607.11541106924,5800846.032288091,4.91
363606.94659806916,5800845.3268830525,4.84
363606.7761149048,5800844.610394508,4.79
363606.59553721297,5800843.898637222,4.72
363606.4390159819,5800843.194004997,4.63
363606.26503855357,5800842.449788837,4.56
363606.0626672434,5800841.7141492935,4.49
363605.8250903047,5800840.987274882,4.43
363605.59082277806,5800840.281455383,4.37
363605.31153211487,5800839.5991413705,4.30
363605.03397712146,5800838.905649608,4.25
363604.7721465557,5800838.238434037,4.20
363604.55487329065,5800837.5555166975,4.14
363604.3552222168,5800836.844287338,4.07
363604.1377990078,5800836.131323886,4.01
363603.9082069412,5800835.422036137,3.94
363603.6664727391,5800834.742021738,3.88
363603.4081359622,5800834.102533865,3.82
363603.1273511427,5800833.4647802375,3.77
363602.85161553265,5800832.812418233,3.70
363602.59120830975,5800832.147389312,3.65
363602.3512978237,5800831.484019093,3.60
363602.1184493025,5800830.804871814,3.55
363601.8884833609,5800830.10672422,3.49
363601.7009041103,5800829.412968425,3.42
363601.58550916717,5800828.839641933,3.37
363601.5341592816,5800828.36359757,3.32
363601.51868409954,5800827.952225769,3.27
363601.5229281805,5800827.563680662,3.23
363601.4959920896,5800827.181563354,3.19
363601.4510028253,5800826.812188383,3.16
363601.39613853325,5800826.430844007,3.13
363601.31041396916,5800825.99359208,3.09
363601.2055322238,5800825.504560601,3.05
363601.0598414766,5800825.018884488,3.02
363600.8521637091,5800824.534923923,3.00
363600.5347242578,5800824.050662189,2.96
363600.12318609725,5800823.5901512345,2.94
363599.6300485345,5800823.210919757,2.93
363599.050978283,5800822.904183923,2.94
363598.4169976236,5800822.682440863,2.96
363597.74563248025,5800822.538527702,2.98
363597.0639064188,5800822.512876551,3.02
363596.35746528953,5800822.530202506,3.05
363595.64986522065,5800822.628807688,3.09
363594.9487611094,5800822.765074274,3.15
363594.24448937713,5800822.959303243,3.19
363593.5454516411,5800823.145596638,3.24
363592.83563826093,5800823.336640269,3.30
363592.11471065145,5800823.5202008085,3.35
363591.40177251655,5800823.696862485,3.41
363590.695576643,5800823.920082532,3.46
363590.0077417962,5800824.141681516,3.52
363589.32479437994,5800824.392082629,3.58
363588.64834699105,5800824.6556596095,3.65
363587.9701331798,5800824.929302339,3.71
363587.32523548655,5800825.199797075,3.77
363586.6879886745,5800825.451159587,3.84
363586.06102112355,5800825.704463612,3.90
363585.4364973316,5800825.972168733,3.96
363584.80745559675,5800826.224417362,4.01
363584.15197120816,5800826.481849878,4.08
363583.4882819962,5800826.738396618,4.14
363582.8439199288,5800826.9543414395,4.20
363582.18872067373,5800827.172812264,4.26
363581.53315207455,5800827.377937721,4.31
363580.86910158827,5800827.572168312,4.35
363580.2160462448,5800827.744948152,4.40
363579.5602433275,5800827.867720332,4.44
363578.9036629811,5800828.011660614,4.47
363578.25621893234,5800828.1408794345,4.52
363577.60570373805,5800828.306911475,4.56
363576.9310703911,5800828.463594451,4.61
363576.2668125521,5800828.601069767,4.67
363575.60308982746,5800828.683994664,4.69
363574.936334573,5800828.755873858,4.72
363574.2709416846,5800828.827715432,4.76
363573.5780784985,5800828.941497531,4.79
363572.8942284449,5800829.036109682,4.84
