X,Y,Depth (m)
363448.3825904778,5800968.700235815,8.08
363448.9821797268,5800968.320792571,8.10
363449.55953742453,5800967.95086919,8.12
363450.13590590865,5800967.569843539,8.12
363450.70824917086,5800967.19115544,8.12
363451.2571218126,5800966.8264734205,8.13
363451.7968929892,5800966.453139844,8.13
363452.34926401597,5800966.091699949,8.14
363452.8844180696,5800965.748544749,8.15
363453.42086962354,5800965.427613161,8.16
363453.96493722306,5800965.110922515,8.16
363454.50875512004,5800964.809820503,8.17
363455.0494446163,5800964.518822005,8.18
363455.58969952224,5800964.23673941,8.20
363456.1309129613,5800963.964647094,8.20
363456.6661809232,5800963.699397415,8.20
363457.2067408541,5800963.452921751,8.21
363457.7544546259,5800963.194005221,8.21
363458.303219359,5800962.948415333,8.22
363458.8393502844,5800962.71430529,8.22
363459.3712402561,5800962.474747931,8.23
363459.91573003685,5800962.247084267,8.25
363460.4549554806,5800962.02624437,8.24
363460.99721371674,5800961.816450257,8.22
363461.5307710123,5800961.612462142,8.22
363462.0691580733,5800961.410566226,8.24
363462.6094962136,5800961.205277393,8.25
363463.1470789568,5800960.998951984,8.24
363463.6757142653,5800960.789535597,8.25
363464.2024293891,5800960.584624366,8.28
363464.732611963,5800960.381843081,8.28
363465.275394329,5800960.190955504,8.28
363465.8092600681,5800959.998089071,8.28
363466.3495643683,5800959.8161740685,8.30
363466.8918505579,5800959.6319782715,8.29
363467.44131808344,5800959.46093928,8.30
363467.9941606218,5800959.288693878,8.30
363468.54520620406,5800959.125402119,8.32
363469.0846105235,5800958.96020698,8.31
363469.6430872871,5800958.794483527,8.32
363470.2021836239,5800958.626517022,8.32
363470.7567891793,5800958.468691768,8.28
363471.30464481085,5800958.313279521,8.25
363471.84887566837,5800958.174662376,8.27
363472.41511926125,5800958.043226294,8.31
363472.97814194777,5800957.918557357,8.35
363473.527076012,5800957.8020696025,8.36
363474.0780843813,5800957.686637422,8.37
363474.6256253682,5800957.56907541,8.38
363475.14635139087,5800957.4678379465,8.38
363475.67735641473,5800957.368541735,8.38
363476.222107845,5800957.273316676,8.39
363476.756857585,5800957.186159566,8.39
363477.28813993675,5800957.096872623,8.39
363477.8214965864,5800957.008641249,8.40
363478.35763949924,5800956.922558697,8.40
363478.88802508946,5800956.825505948,8.41
363479.41751727916,5800956.696201738,8.41
363479.9380928281,5800956.56491864,8.41
363480.4398766463,5800956.419687487,8.43
363480.9502382793,5800956.264201996,8.42
363481.4576596612,5800956.101007186,8.43
363481.9743058109,5800955.950912588,8.40
363482.4952545853,5800955.808489684,8.42
363483.02704030054,5800955.663540691,8.45
363483.5587952383,5800955.517479638,8.45
363484.094017608,5800955.373548541,8.45
363484.6253995098,5800955.238627683,8.45
363485.15130136814,5800955.10274571,8.47
363485.6590276303,5800954.975158086,8.48
363486.16232467664,5800954.859935925,8.48
363486.67227929505,5800954.738964529,8.45
363487.1907501275,5800954.605514566,8.41
363487.70027351385,5800954.468973582,8.41
363488.1964852562,5800954.319445684,8.41
363488.69486716134,5800954.149824182,8.45
363489.20033792796,5800953.990023144,8.49
363489.69726516516,5800953.817103116,8.53
363490.1804152465,5800953.638999887,8.53
363490.66471204255,5800953.45307412,8.53
363491.14099244995,5800953.248449883,8.55
363491.6153218351,5800953.04721866,8.56
363492.0677309738,5800952.842142756,8.56
363492.51812747866,5800952.638235616,8.56
363492.9954041598,5800952.3957428355,8.57
363493.4845686223,5800952.1640505735,8.57
363493.9367349462,5800951.925592337,8.58
363494.37816026586,5800951.668511086,8.59
363494.8225601667,5800951.395765844,8.59
363495.25925174484,5800951.11544333,8.60
363495.6863147409,5800950.8320486285,8.59
363496.10266754706,5800950.531143026,8.61
363496.51818522677,5800950.224695721,8.60
363496.92110326304,5800949.906354719,8.60
363497.3239289408,5800949.584677387,8.62
363497.71551729407,5800949.25106862,8.63
363498.1089643574,5800948.9107305575,8.64
363498.49962523347,5800948.568243753,8.63
363498.8847136806,5800948.221459426,8.65
363499.26593434263,5800947.858087642,8.66
363499.6464122965,5800947.492510512,8.67
363500.0234845121,5800947.127027744,8.67
363500.4080495343,5800946.76133748,8.69
363500.79171783663,5800946.387881261,8.71
363501.1795347581,5800946.016536119,8.72
363501.5653698656,5800945.647471853,8.73
363501.96405465115,5800945.274712794,8.74
363502.36289350886,5800944.90751438,8.74
363502.7649534103,5800944.533548941,8.75
363503.1574463388,5800944.158735535,8.77
363503.55325271934,5800943.78049147,8.78
363503.957171472,5800943.399796806,8.78
363504.3676519492,5800943.0345020825,8.80
363504.7770781851,5800942.68036634,8.80
363505.19981613377,5800942.339217641,8.79
363505.63431866566,5800942.004420995,8.78
363506.0703991857,5800941.677371506,8.70
363506.50418987335,5800941.34148168,8.75
363506.92662004416,5800940.989211922,8.84
363507.3467603869,5800940.628101827,8.86
363507.7551670666,5800940.261751868,8.85
363508.1688690833,5800939.889690419,8.85
363508.58616176795,5800939.524207408,8.86
363509.0052207889,5800939.148658745,8.87
363509.41898459557,5800938.778821646,8.88
363509.8299622227,5800938.406835801,8.89
363510.24654319684,5800938.040259678,8.90
363510.66343223624,5800937.684804806,8.88
363511.0785550569,5800937.3394156555,8.90
363511.5122848681,5800937.001302042,8.90
363511.9490473807,5800936.674234224,8.91
363512.3907012745,5800936.351482879,8.92
363512.832478425,5800936.033180061,8.91
363513.27995131444,5800935.723623336,8.91
363513.7350094258,5800935.417195511,8.92
363514.2020477179,5800935.124904611,8.93
363514.6816549514,5800934.843395415,8.92
363515.17342715757,5800934.582695879,8.92
363515.6716686523,5800934.33405995,8.93
363516.18331423716,5800934.1017474765,8.93
363516.7015522999,5800933.885947101,8.92
363517.221121929,5800933.668996932,8.94
363517.74329305114,5800933.447522877,8.94
363518.2647830575,5800933.226067744,8.93
363518.78831659164,5800933.004556073,8.95
363519.31203496107,5800932.789717188,8.94
363519.838601211,5800932.579251391,8.95
363520.3709247733,5800932.379755954,8.96
363520.9156940634,5800932.186593766,8.96
363521.45330939826,5800932.0058724675,8.97
363521.9829048256,5800931.830938196,8.96
363522.52578473743,5800931.6433933815,8.91
363523.0693458499,5800931.455829767,8.90
363523.60603379464,5800931.266230599,8.97
363524.1385116227,5800931.072296183,8.99
363524.6776779145,5800930.873724711,9.00
363525.22155078256,5800930.672797016,9.00
363525.7508077065,5800930.4856298175,9.01
363526.28189257544,5800930.290621241,9.02
363526.827251076,5800930.094104486,9.03
363527.366633148,5800929.903318161,9.03
363527.89369276166,5800929.710647177,9.05
363528.4274100476,5800929.512227019,9.06
363528.9552432903,5800929.322873652,9.06
363529.4709080531,5800929.137196225,9.07
363529.986757628,5800928.95819158,9.07
363530.5090493044,5800928.765652914,9.06
363531.03065985825,5800928.573133166,9.05
363531.54159109446,5800928.364214582,9.07
363532.04549518856,5800928.147699821,9.06
363532.55181601876,5800927.919988451,9.08
363533.0512636872,5800927.690241508,9.11
363533.54516972194,5800927.4573091455,9.11
363534.0333493536,5800927.214518633,9.11
363534.5234493379,5800926.967223099,9.11
363535.0126834401,5800926.713273752,9.12
363535.5040842553,5800926.463716351,9.13
363535.99663188105,5800926.206336431,9.15
363536.48992230766,5800925.951161942,9.16
363536.9895280071,5800925.702490482,9.18
363537.498235214,5800925.462470848,9.18
363538.00845876307,5800925.227974154,9.17
363538.51620406227,5800925.002449927,9.18
363539.0242265505,5800924.786934847,9.18
363539.5309483446,5800924.573681782,9.19
363540.03088935337,5800924.361729502,9.19
363540.53745726397,5800924.142915936,9.19
363541.0373059764,5800923.927627395,9.21
363541.53554606065,5800923.703479655,9.21
363542.0329510609,5800923.473790216,9.20
363542.52425643883,5800923.245382696,9.21
363543.0168318066,5800923.013601142,9.22
363543.51470255404,5800922.776108148,9.21
363544.0134392661,5800922.545269073,9.22
363544.51827569236,5800922.313148187,9.22
363545.02184221696,5800922.084401438,9.21
363545.51999027963,5800921.856917742,9.20
363546.01783046464,5800921.618312884,9.23
363546.5239370228,5800921.382818122,9.23
363547.02561420144,5800921.159688769,9.24
363547.526052266,5800920.941045669,9.24
363548.04067162104,5800920.717558086,9.24
363548.53767316754,5800920.497897269,9.24
363549.0362218311,5800920.284871512,9.23
363549.53913838696,5800920.057256214,9.24
363550.0297632677,5800919.828868311,9.25
363550.50936642394,5800919.5963337235,9.25
363550.9972975325,5800919.369133481,9.24
363551.48581747455,5800919.13857806,9.25
363551.96836094966,5800918.91375303,9.25
363552.45706572366,5800918.689870438,9.25
363552.947382961,5800918.450361619,9.24
363553.437296196,5800918.2208808,9.24
363553.92371128924,5800917.9881579615,9.23
363554.4123276447,5800917.736453672,9.26
363554.8974766534,5800917.482619483,9.27
363555.37343190063,5800917.216797169,9.25
363555.8621445575,5800916.943943861,9.24
363556.3460891254,5800916.671222612,9.24
363556.8233452727,5800916.40313848,9.24
363557.30595840793,5800916.131567167,9.25
363557.7893451268,5800915.863313406,9.25
363558.2789239453,5800915.597114213,9.24
363558.7687799189,5800915.340924163,9.24
363559.2681722289,5800915.08447015,9.24
363559.7710627733,5800914.831258262,9.24
363560.26794605295,5800914.582664633,9.23
363560.76684208284,5800914.33290236,9.20
363561.272426642,5800914.078503075,9.19
363561.7982614262,5800913.8168653855,9.20
363562.2989240015,5800913.557037604,9.19
363562.77382556547,5800913.302374947,9.17
363563.2574899397,5800913.044130826,9.16
363563.76195873023,5800912.798666488,9.16
363564.2572299457,5800912.565699541,9.15
363564.75346329156,5800912.318237351,9.13
363565.24898473447,5800912.069681949,9.14
363565.7273539807,5800911.817149538,9.14
363566.20309098216,5800911.56802897,9.13
363566.68777552294,5800911.321999668,9.13
363567.17691654165,5800911.089202733,9.13
363567.6626825727,5800910.857612251,9.13
363568.1450120413,5800910.625003982,9.13
363568.6257021434,5800910.382424382,9.13
363569.10013866797,5800910.135566052,9.10
363569.5784467157,5800909.880809782,9.09
363570.0477457456,5800909.620738084,9.07
363570.51401230204,5800909.349620645,9.07
363570.97374820797,5800909.064215379,9.06
363571.43193712004,5800908.772175143,9.04
363571.8933779756,5800908.474480061,9.04
363572.3492772139,5800908.173599507,9.04
363572.8036910344,5800907.868308225,9.01
363573.24231498694,5800907.559002189,8.98
363573.6720838569,5800907.249941323,8.99
363574.13371745974,5800906.909948128,8.98
363574.59751776146,5800906.574346897,8.91
363575.0469828856,5800906.238029562,8.86
363575.49037916015,5800905.904106214,8.85
363575.91885144345,5800905.572821975,8.84
363576.3570486915,5800905.223460997,8.80
363576.8010994183,5800904.863921266,8.79
363577.2341592188,5800904.5013469,8.84
363577.6536881413,5800904.142486047,8.81
363578.0610485119,5800903.787300993,8.80
363578.4673275758,5800903.417677251,8.76
363578.8709436102,5800903.050353206,8.75
363579.2619908899,5800902.672247377,8.73
363579.6488896712,5800902.292030467,8.71
363580.0369045683,5800901.9028789075,8.68
363580.4193470692,5800901.509429734,8.65
363580.79757950443,5800901.111645238,8.63
363581.1715710893,5800900.708413294,8.59
363581.5425610195,5800900.295247705,8.55
363581.91324317444,5800899.87096093,8.53
363582.26928229816,5800899.434836802,8.51
363582.6163739837,5800898.995621448,8.48
363582.9599059867,5800898.550939785,8.46
363583.30334570265,5800898.102921786,8.44
363583.6509032607,5800897.655902803,8.40
363584.00050438073,5800897.208827283,8.37
363584.3480620682,5800896.761808352,8.34
363584.6950310046,5800896.318144667,8.29
363585.04528270214,5800895.86993825,8.28
363585.40048732527,5800895.428272604,8.25
363585.75367929856,5800894.987775672,8.23
363586.10758328554,5800894.548372032,8.18
363586.465481986,5800894.1055189315,8.16
363586.83037711115,5800893.669150044,8.10
363587.1932903684,5800893.23506199,8.06
363587.55474901095,5800892.797675308,8.05
363587.92286547105,5800892.354539507,8.04
363588.28958888364,5800891.9103293205,8.00
363588.657301353,5800891.477221522,7.97
363589.0351698231,5800891.041606702,7.94
363589.4124803232,5800890.610459253,7.91
363589.79254633945,5800890.18034854,7.87
363590.1732320263,5800889.747994761,7.85
363590.5571697063,5800889.309986137,7.82
363590.9274225544,5800888.870130373,7.80
363591.30170090863,5800888.427937275,7.77
363591.6792928221,5800887.982313575,7.74
363592.0548413039,5800887.536746465,7.71
363592.4189023579,5800887.094836258,7.67
363592.7826864473,5800886.642916987,7.64
363593.1464398238,5800886.189885619,7.60
363593.5127948136,5800885.732330383,7.57
363593.88828207855,5800885.284539177,7.54
363594.2625609829,5800884.842346313,7.49
363594.64504474704,5800884.401039365,7.47
363595.0357641531,5800883.961730456,7.43
363595.42394364387,5800883.529169718,7.39
363595.8160563072,5800883.090935288,7.36
363596.21377228585,5800882.658110673,7.33
363596.6171531407,5800882.2329201205,7.29
363597.01291809866,5800881.803488499,7.26
363597.4141016897,5800881.372793964,7.22
363597.8146349644,5800880.943230439,7.19
363598.2150759699,5800880.510330583,7.16
363598.6198195148,5800880.085102496,7.12
363599.02858857985,5800879.657537086,7.08
363599.4417525234,5800879.240979813,7.05
363599.8651648411,5800878.825251911,7.02
363600.28250827524,5800878.411917959,6.99
363600.7025456744,5800877.997396515,6.95
363601.13035301154,5800877.592676828,6.92
363601.55958431493,5800877.1901437165,6.89
363601.99358386884,5800876.787478681,6.84
363602.42965777894,5800876.38586925,6.82
363602.8712734467,5800875.987445407,6.76
363603.3113421759,5800875.582386581,6.73
363603.7535468206,5800875.180607605,6.73
363604.2006736124,5800874.784257315,6.71
363604.65259943705,5800874.388887226,6.68
363605.10492545355,5800874.007974759,6.67
363605.5601916638,5800873.634771778,6.61
363606.0304744399,5800873.262266231,6.56
363606.4971627213,5800872.90766778,6.51
363606.9671645814,5800872.549638756,6.46
363607.4427081964,5800872.194795331,6.43
363607.9106974629,5800871.837935075,6.40
363608.3729604442,5800871.471216578,6.37
363608.8340458205,5800871.111208558,6.23
363609.30209684494,5800870.75657268,6.17
363609.7701479363,5800870.401936847,6.20
363610.2350702423,5800870.057404406,6.22
363610.6926228566,5800869.717527856,6.17
363611.1482551332,5800869.38215639,6.15
363611.5999543381,5800869.052458677,6.09
363612.0588694782,5800868.712544556,6.09
363612.50471935084,5800868.368540154,6.04
363612.94310719497,5800868.025855271,6.03
363613.3668519938,5800867.671332951,5.99
363613.78381593165,5800867.318111295,5.95
363614.1890769368,5800866.960761645,5.91
363614.5942148962,5800866.598963543,5.86
363614.99415386055,5800866.221727726,5.85
363615.38660001627,5800865.844699295,5.81
363615.77480533294,5800865.462223388,5.76
363616.14790186443,5800865.075713732,5.73
363616.5099766294,5800864.685057217,5.71
363616.8557341428,5800864.295965251,5.68
363617.1892614222,5800863.908324731,5.64
363617.5275302819,5800863.49495464,5.58
363617.8476230268,5800863.089878367,5.55
363618.1473422626,5800862.687591856,5.49
363618.43675166543,5800862.282251745,5.43
363618.72003058245,5800861.877081298,5.36
363618.9871461034,5800861.479035989,5.28
363619.2371400769,5800861.078125574,5.21
363619.4701663749,5800860.679910653,5.14
363619.6849857506,5800860.288877412,5.05
363619.87822312,5800859.906232216,4.98
363620.06344034453,5800859.52937383,4.88
363620.2257439862,5800859.162053303,4.82
363620.37185342377,5800858.80074578,4.76
363620.50644452625,5800858.4419829445,4.69
363620.6311566058,5800858.095736192,4.63
363620.73221236304,5800857.756821899,4.56
363620.82252327027,5800857.423769807,4.49
363620.8958972346,5800857.094525315,4.43
363620.95035228785,5800856.771369216,4.38
363620.9918958697,5800856.4496833775,4.33
363621.0192271838,5800856.13172974,4.28
363621.02618491,5800855.816565826,4.23
363621.012830594,5800855.506415881,4.19
363620.9872459654,5800855.197717344,4.16
363620.9392749985,5800854.892977201,4.11
363620.87421318877,5800854.586484051,4.07
363620.7937306223,5800854.289321411,4.04
363620.6819141514,5800853.993025843,4.04
363620.558579299,5800853.699274962,4.00
363620.4171297687,5800853.416042112,3.99
363620.26592426794,5800853.14977383,3.97
363620.10112196405,5800852.909480184,3.96
